entry,syllables
calefactory,5
calendar,3
calendarize,4
calender,3
Calender,3
calends,2
calendula,4
calenture,3
calesa,3
calescent,3
Calexico,4
calf,1
calfskin,2
Calgary,3
Calgon,2
Calhoun,2
Cali,2
Caliban,3
caliber,3
calibrate,3
calices,3
caliche,3
calicle,3
calico,3
calicoback,4
calicoed,3
caliculus,4
Calicut,3
caliduct,3
calif,2
califate,3
California,4
californite,4
californium,5
caliginous,4
Caligula,4
calimanco,4
calipash,3
calipee,3
caliper,3
caliph,2
caliphate,3
Calippus,3
calisaya,4
calisthenics,4
calix,2
Calixtine,3
calk,1
calker,2
calkin,2
call,1
calla,2
callable,3
Callaghan,3
callaloo,3
callant,2
Callao,2
Callas,2
callathump,3
callback,2
callboy,2
caller,2
Calles,2
Callicrates,4
calligraph,3
calligraphy,4
Callimachus,4
calling,2
calliope,4
calliopean,5
calliopsis,4
callipash,3
calliper,3
Callippus,3
callipygian,5
Callisthenes,4
callisthenics,4
Callisto,3
callithump,3
callop,2
callosal,3
callose,2
callosity,4
Callot,2
callous,2
callow,2
Calloway,3
callus,2
calm,1
calmative,3
calmodulin,4
calmy,2
calochortus,4
calomel,3
Caloocan,4
Caloosahatchee,5
caloreceptor,5
calorescence,4
caloric,3
calorie,3
calorifacient,5
calorific,4
calorimeter,5
calorimetry,5
calorize,3
calory,3
calotte,2
calotype,3
caloyer,3
calpac,2
calpain,2
Calpe,2
Calpurnia,4
calque,1
Caltanissetta,5
caltrop,2
calumet,3
calumniate,4
calumnious,4
calumny,3
calutron,3
Calvados,3
calvarium,4
Calvary,3
calve,1
Calvert,2
calves,1
Calvin,2
Calvinism,3
Calvino,3
calvities,4
calvous,2
calvus,2
calx,1
calyces,3
calyciform,4
calycine,3
calyculate,4
calyculus,4
Calydon,3
Calypso,3
calyptra,3
calyptrogen,4
calyx,2
calzone,3
cam,1
Cam,1
camaca,3
Camacho,3
camail,2
camaraderie,5
camarasaur,4
camarilla,4
Camarillo,4
camass,2
camauro,3
Cambay,2
camber,2
Camberwell,3
cambiata,4
cambio,2
cambist,2
cambium,3
Cambodia,4
Cambodian,4
cambogia,4
Cambrai,2
cambrel,2
Cambria,3
Cambrian,3
cambric,2
Cambridge,2
Cambridgeshire,3
Cambyses,3
camcorder,3
Camden,2
came,1
camel,2
camelback,3
cameleer,3
camelhair,3
camelid,3
camellia,3
camelopard,4
Camelopardalis,6
Camelot,3
cameltoe,3
Camembert,3
Camenae,3
cameo,3
camera,3
cameral,3
cameralist,4
cameralistic,5
cameraman,4
cameraperson,5
camerawoman,5
camerlengo,4
Cameron,3
Cameroon,3
Cameroons,3
Cameroun,2
cami,2
camiknickers,4
Camilla,3
camion,3
camisado,4
Camisard,3
camise,2
camisole,3
camlet,2
Cammaerts,2
cammie,2
camo,2
camoca,3
camomile,3
Camorra,3
Camorrista,4
camote,3
camouflage,3
camouflet,3
camp,1
Camp,1
Campagna,3
campaign,2
Campania,4
campanile,4
campanology,5
campanula,4
campanulaceous,5
campanulate,4
Campbell,2
Campbellism,3
Campbellite,3
Campbeltown,3
campcraft,2
Campeche,3
camper,2
campership,3
campesino,4
campestral,3
campfire,2
campground,2
camphene,2
camphol,2
camphor,2
camphorate,3
camphorweed,3
Campignian,3
campimeter,4
Campinas,3
campion,3
Campion,3
campo,2
Campobello,4
campodean,4
campodeid,4
campong,2
camporee,3
Campos,2
campout,2
campshed,2
campshot,2
campsite,2
campstool,2
camptonite,3
campus,2
campy,2
Camrose,2
camshaft,2
Camus,2
can,1
Cana,2
Canaan,2
Canaanite,3
Canace,3
Canada,3
Canadarm,3
Canadian,4
Canadianism,5
Canadianize,5
canaigre,3
canaille,2
canal,2
Canaletto,4
canaliculus,5
canalization,5
canalize,3
canaller,3
Canandaigua,4
Cananea,4
Canara,3
canard,2
Canarese,3
canary,3
canasta,3
Canaveral,4
Canberra,3
Canby,2
cancan,2
cancel,2
cancellate,3
cancellation,4
cancellous,3
cancellus,3
cancer,2
cancerate,3
canceration,4
Cancerian,4
cancerroot,3
cancha,2
cancrine,2
cancroid,2
Candace,2
candela,3
candelabra,4
candelabrum,4
candelilla,4
candent,2
candescent,3
Candia,3
Candice,2
candid,2
candida,3
Candida,3
candidate,3
Candide,2
candidiasis,5
candied,2
Candiot,3
candle,2
candlebeam,3
candleberry,4
candlefish,3
candleholder,4
candlelight,3
candlelit,3
Candlemas,3
candlenut,3
candlepin,3
candlepower,4
candlesnuffer,4
candlestand,3
candlestick,3
candlewick,3
candlewood,3
Candolle,2
candor,2
candy,2
Candy,2
Candygram,3
candytuft,3
cane,1
Canea,3
canebrake,2
canecutter,3
canella,3
caner,2
canescent,3
Canetti,3
caneware,2
canework,2
canfield,2
Canfield,2
canful,2
Caniapiscau,5
canicular,4
canid,2
canikin,3
canine,2
caning,2
canister,3
canker,2
cankered,2
cankerous,3
cankerroot,3
cankerworm,3
Canlit,2
canna,2
cannabin,3
cannabinoid,4
cannabinol,4
cannabis,3
Cannae,2
Cannanore,3
canned,1
cannelloni,4
cannelure,3
canner,2
cannery,3
Cannes,1
cannetille,3
cannibal,3
cannibalism,4
cannibalize,4
cannikin,3
canning,2
Canning,2
Cannizzaro,4
Cannock,2
cannoli,3
cannon,2
Cannon,2
cannonade,3
cannonball,3
cannoneer,3
cannonry,3
cannot,2
cannula,3
cannular,3
canny,2
Canoas,3
canoe,2
canola,3
canon,2
Canonchet,3
canoness,3
canonical,4
canonicity,5
Canonicus,4
canonist,3
canonize,3
canonry,3
Canonsburg,3
canonship,3
canoodle,3
Canopic,3
Canopus,3
canopy,3
canorous,3
Canossa,3
canotier,3
Canova,3
Canrobert,3
Canso,2
canst,1
cant,1
cantabile,4
Cantabrigian,5
Cantal,2
cantala,3
cantalever,4
cantaloupe,3
cantankerous,4
cantar,2
cantata,3
cantatrice,4
canteen,2
canter,2
canterbury,4
Canterbury,4
cantharides,4
cantharus,3
canthus,2
canticle,3
canticum,3
Cantigny,3
cantilena,4
cantilever,4
cantillate,3
Cantillon,3
cantina,3
canting,2
cantle,2
cantling,2
canto,2
canton,2
Canton,2
Cantonese,3
cantonize,3
cantonment,3
cantor,2
Cantor,2
cantorial,4
cantoris,3
cantrip,2
cantus,2
canty,2
Canuck,2
canula,3
canular,3
Canute,2
canvas,2
canvasback,3
canvass,2
canyon,2
Canyon,2
canzona,3
canzone,3
canzonet,3
Caodaism,3
caoutchouc,2
cap,1
capa,2
Capa,2
capability,5
Capablanca,4
capable,3
capacious,3
capacitance,4
capacitate,4
capacitive,4
capacitor,4
capacity,4
Capaneus,4
caparison,4
capataz,3
cape,1
capeador,4
capeesh,2
capelet,2
capelin,3
capeline,3
Capella,3
capellini,4
caper,2
capercaillie,4
Capernaum,4
capeskin,2
Capet,2
Capetian,3
capette,2
capeweed,2
capful,2
caph,1
capias,3
capibara,4
capillaceous,4
capillarity,5
capillary,4
capillatus,4
capita,3
capital,3
capitalism,4
capitalist,4
capitalistic,5
capitalization,6
capitalize,4
capitally,4
capitasti,4
capitate,3
capitation,4
Capitol,3
Capitoline,4
capitular,4
capitulary,5
capitulate,4
capitulation,5
capitulationism,6
capitulum,4
capiz,2
Caplet,2
caplin,2
capo,2
capoeira,4
capon,2
caponata,4
Capone,2
caponette,3
caponize,3
caporal,3
caporegime,4
Caporetto,4
capot,2
capotasto,4
capote,2
Capote,3
Capp,1
Cappadocia,4
capparidaceous,5
cappelletti,4
capper,2
capping,2
cappuccino,4
Capra,2
Capraesque,3
capreolate,4
caprese,3
Capri,2
capriccio,4
capriccioso,5
caprice,2
capricious,3
Capricorn,3
Capricornian,5
Capricornus,4
caprification,5
caprifig,3
caprifoliaceous,6
caprine,2
capriole,3
Capriote,3
Capris,2
caproate,3
caprolactam,4
caprylic,3
capsaicin,4
Capsian,3
capsicum,3
capsid,2
capsize,2
capsomere,3
capstan,2
capstone,2
capsular,3
capsulate,3
capsule,2
capsulize,3
captain,2
captaincy,3
captainship,3
captan,2
caption,2
captious,2
captivate,3
captive,2
captivity,4
captopril,3
captor,2
capture,2
Capua,3
capuche,2
capuchin,3
Capulet,3
caput,2
capybara,4
caqueteuse,2
caquetoire,2
car,1
Cara,2
carabao,4
carabineer,4
carabiner,4
carabinero,5
carabiniere,5
caracal,3
Caracalla,4
caracara,4
Caracas,3
carack,2
caracol,3
caracole,3
Caractacus,4
caracul,3
carafe,2
caragana,4
Caramanlis,4
caramba,3
carambola,4
caramel,3
caramelize,4
carangid,3
carangoid,3
carapa,3
carapace,3
carat,2
Caratinga,4
Caravaggio,4
caravan,3
caravanner,4
caravansary,5
caravel,3
caraway,3
Caraway,3
carb,1
carbachol,3
carbamate,3
carbamazepine,5
carbamic,3
carbamide,3
carbamidine,4
carbamyl,3
carbamylurea,6
carbanil,3
carbanion,4
carbarn,2
carbaryl,3
carbazole,3
carbene,2
carbenicillin,5
carbide,2
carbine,2
carbineer,3
carbinol,3
Carbitol,3
carbo,2
carbocholine,4
carbohydrase,4
carbohydrate,4
carbolated,4
carbolic,3
carbolize,3
Carboloy,3
carbon,2
carbonaceous,4
carbonado,4
carbonara,4
Carbonari,4
carbonatation,5
carbonate,3
carbonation,4
carbonatite,4
Carbondale,3
carbonic,3
Carboniferous,5
carbonization,5
carbonize,3
carbonnade,3
carbonous,3
carbonyl,3
carbonylate,4
carbonylic,4
carborane,3
Carborundum,4
carboxyl,3
carboxylase,4
carboxylate,4
carboxylation,5
carboxymethylcellulose,8
carboxypeptidase,6
carboy,2
carbuncle,3
carbuncled,3
carbuncular,4
carburate,3
carburet,3
carburetant,4
carburetion,4
carburetor,4
carburize,3
carbylamine,4
carcajou,3
carcanet,3
Carcas,2
carcase,2
carcass,2
Carcassonne,3
Carchemish,3
carcinogen,4
carcinogenesis,6
carcinoid,3
carcinoma,4
carcinomatosis,6
carcinosarcoma,6
card,1
cardamom,3
cardboard,2
cardholder,3
cardia,3
cardiac,3
cardialgia,5
cardiectomy,5
Cardiff,2
cardigan,3
Cardigan,3
Cardiganshire,4
Cardin,2
cardinal,3
cardinalate,4
cardinalfish,4
cardinality,5
carding,2
cardioaccelerator,8
cardioactive,5
cardiodynia,6
cardiogenic,5
cardiogram,4
cardiograph,4
cardioid,3
cardiolipin,5
cardiology,5
cardiomegaly,6
cardiomyopathy,7
cardiopathy,5
cardioplegia,6
cardiopulmonary,7
cardiorespiratory,8
cardiospasm,4
cardiotachometer,7
cardiotonic,5
cardiovascular,6
cardioversion,5
carditis,3
cardmember,3
cardoon,2
Cardoso,3
Cardozo,3
cardplayer,3
cardroom,2
cardsharp,2
cardstock,2
Carducci,3
cardueline,4
care,1
careen,2
career,2
careerism,3
careerist,3
carefree,2
careful,2
caregiver,3
careless,2
Caren,2
caress,2
caressive,3
caret,2
caretaker,3
Carew,2
careworn,2
carex,2
Carey,2
carfare,2
carful,2
cargo,2
carhop,2
Caria,3
cariama,4
Carian,3
Carib,2
Caribbean,4
caribe,3
Caribees,3
caribou,3
caricature,4
Caricom,3
Carie,2
caries,2
carillon,3
carillonneur,4
Carin,2
carina,3
Carina,3
carinate,3
Carinthia,4
carinula,4
carioca,4
Carioca,4
cariogenic,5
cariole,3
carious,3
carisoprodol,5
caritas,3
caritive,3
carjack,2
carjacking,3
cark,1
carking,2
carl,1
Carl,1
Carla,2
Carleen,2
Carleton,2
carline,2
carling,2
Carlisle,2
Carlist,2
Carlita,3
carload,2
Carlos,2
Carlota,3
Carlotta,3
Carlovingian,5
Carlow,2
Carlsbad,2
Carlson,2
Carlsson,2
Carlton,2
Carlyle,2
carmagnole,3
carmaker,3
carman,2
Carman,2
Carmania,4
Carmarthen,3
Carmarthenshire,4
Carme,2
Carmel,2
Carmela,3
Carmelite,3
Carmen,2
Carmichael,3
carminative,4
carmine,2
carmustine,3
carn,1
Carnac,2
carnage,2
carnal,2
carnallite,3
Carnap,2
Carnarvon,3
carnassial,4
Carnatic,3
carnation,3
carnauba,3
Carneades,4
Carnegie,3
carnelian,3
carneous,3
carnet,2
carney,2
carniferous,4
carnification,5
carnify,3
Carniola,4
carnitas,3
carnitine,3
carnival,3
Carnivora,4
carnivore,3
carnivorous,4
carnose,2
Carnot,2
carnotite,3
carnous,2
carny,2
carob,2
caroche,2
carol,2
Carol,2
Carola,3
Carole,2
Carolean,4
Carolina,4
Caroline,3
Carolingian,5
Carolinian,5
carolus,3
Carolyn,3
carom,2
carotene,3
carotenoid,4
Carothers,3
carotid,3
carotin,3
carousal,3
carouse,2
carousel,3
Carousel,3
carp,1
carpaccio,3
Carpaccio,3
carpal,2
carpale,3
Carpeaux,2
carpel,2
carpellate,3
Carpentaria,5
carpenter,3
Carpenter,3
carpentering,4
Carpentersville,4
carpenterworm,4
Carpentier,3
carpentry,3
carpet,2
carpetbag,3
carpetbagger,4
carpeting,3
carpetweed,3
carphology,4
carpi,2
carping,2
Carpinteria,5
Carpo,2
carpogonium,5
carpology,4
carpometacarpal,6
carpometacarpus,6
carpool,2
carpooler,3
carpophagous,4
carpophore,3
Carpophorus,4
carport,2
carpospore,3
carpostome,3
carpsucker,3
carpus,2
Carr,1
Carracci,3
carrack,2
carrageen,3
carrageenan,4
Carrantuohill,4
Carranza,3
Carrara,3
carrefour,3
carrel,2
Carrel,2
Carrera,3
carreta,3
carriage,2
carriageway,3
Carrie,2
carrier,3
carriole,3
carrion,3
carritch,2
Carroll,2
Carrollton,3
carrom,2
carromata,4
carrot,2
carroty,3
carrousel,3
carry,2
Carry,2
carryall,3
carryback,3
carrycot,3
carryforward,4
carse,1
carsick,2
carsickness,3
Carson,2
Carstensz,2
cart,1
cartage,2
Cartagena,4
carte,1
Carte,1
cartel,2
cartelist,3
cartelize,3
Carter,2
Carteret,3
Cartesian,3
Carthage,2
Carthusian,3
Cartier,2
cartilage,3
cartilaginous,5
cartload,2
cartogram,3
cartographer,4
cartography,4
carton,2
cartonnier,3
cartoon,2
cartop,2
cartopper,3
cartouche,2
cartridge,2
cartulary,4
cartwheel,2
Cartwright,2
Caruaru,3
carucate,3
caruncle,3
carunculate,4
Caruso,3
carvacrol,3
carve,1
carvel,2
carven,2
Carver,2
carvery,3
carving,2
Cary,2
caryatid,4
Caryl,2
Caryn,2
caryophyllaceous,6
caryopsis,4
casa,2
casaba,3
Casabianca,4
Casablanca,4
Casadesus,4
Casals,2
Casanova,4
casaque,2
Casas,2
Casaubon,3
Casbah,2
cascabel,3
cascade,2
cascara,3
cascarilla,4
case,1
caseate,3
caseation,4
casebook,2
casebound,2
casebox,2
casefy,3
caseharden,3
casein,2
caseinate,3
casekeeper,3
caseload,2
casemaker,3
casemate,2
casement,2
Casement,2
caseous,3
casern,2
Caserta,3
casework,2
caseworker,3
caseworm,2
Casey,2
cash,1
Cash,1
cashaw,2
cashbook,2
cashbox,2
cashdrawer,2
cashew,2
cashier,2
cashless,2
cashmere,2
Cashmere,2
cashoo,2
cashpoint,2
casimere,3
casing,2
casino,3
casita,3
cask,1
casket,2
Caslon,2
Casoron,3
Caspar,2
Casper,2
Caspian,3
casque,1
Cass,1
cassaba,3
Cassander,3
Cassandra,3
cassapanca,4
cassareep,3
cassation,3
Cassatt,2
cassava,3
Cassel,2
Casselberry,4
cassena,3
casserole,3
cassette,2
cassia,2
cassie,2
Cassie,2
cassimere,3
Cassin,2
cassina,3
Cassini,3
cassino,3
Cassino,3
Cassiodorus,5
cassiope,4
Cassiopeia,5
Cassirer,3
cassis,2
Cassite,2
cassiterite,4
Cassius,2
cassock,2
cassolette,3
cassone,3
cassoulet,3
cassowary,4
cast,1
Castagno,3
Castaneda,4
castanet,3
castaway,3
caste,1
castellan,3
Castellanos,4
castellanus,4
castellany,4
castellated,4
castellatus,4
castellum,3
Castelvetro,4
caster,2
castigate,3
Castiglione,4
Castile,2
Castilho,3
Castilian,3
Castilla,3
Castillo,3
casting,2
castle,2
Castle,2
Castlereagh,3
castoff,2
castor,2
Castor,2
castoreum,4
castrate,2
castrato,3
Castries,2
Castro,2
Castroism,3
casual,3
casualty,4
casualwear,4
casuist,3
casuistic,4
casuistry,4
cat,1
Cat,1
catabaptist,4
catabasis,4
catabolism,4
catabolite,4
catabolize,4
catacaustic,4
catachresis,4
cataclasis,4
cataclysm,3
cataclysmic,4
catacomb,3
catadioptric,5
catadromous,4
catafalque,3
catagenesis,5
Catalan,3
catalase,3
catalectic,4
catalepsy,4
catalexis,4
Catalin,3
catalog,3
cataloger,4
Catalonia,5
Catalonian,5
catalpa,3
catalufa,4
catalysis,4
catalyst,3
catalyze,3
catamaran,4
Catamarca,4
catamenia,5
catamite,3
catamnesis,4
catamount,3
catamountain,4
Catania,3
Catanzaro,4
cataphasia,4
cataphasis,4
cataphora,4
cataphoresis,5
cataphract,3
cataphracted,4
cataphyll,3
cataplane,3
cataplasia,4
cataplasm,3
cataplexy,4
catapult,3
cataract,3
catarrh,2
catarrhine,3
catastasis,4
catastrophe,4
catastrophic,4
catastrophism,4
catastrophize,4
catatonia,5
catatonic,4
catawampus,4
Catawba,3
catbird,2
catboat,2
catbrier,3
catcall,2
catch,1
catchall,2
catcher,2
catchfly,2
catching,2
catchline,2
catchment,2
catchpenny,3
catchpole,2
catchup,2
catchweed,2
catchweight,2
catchword,2
catchy,2
catclaw,2
cate,1
catechesis,4
catechetical,5
catechin,3
catechism,3
catechist,3
catechize,3
catechol,3
catecholamine,5
catechu,3
catechumen,4
categorematic,6
categorial,5
categorical,5
categorize,4
category,4
catena,3
catenane,3
catenary,4
catenate,3
catenation,4
catenoid,3
catenulate,4
cater,2
cateran,3
caterer,3
Caterina,4
caterpillar,4
Caterpillar,4
caterwaul,3
Catesby,2
catfight,2
catfish,2
catfooted,3
catgut,2
Cathar,2
catharsis,3
cathartic,3
Cathay,2
cathead,2
cathect,2
cathedra,3
cathedral,3
cathepsin,3
Cather,2
Catherine,3
catheter,3
catheterize,4
cathetus,3
cathexis,3
Cathie,2
cathisma,3
Cathleen,2
cathode,2
cathodic,3
cathodoluminescence,7
catholic,3
Catholic,3
catholicate,4
Catholicism,4
catholicity,5
catholicon,4
catholicos,4
catholicus,4
cathouse,2
Cathy,2
Catilinarian,6
Catiline,3
cation,3
catkin,2
catlike,2
Catlin,2
catmint,2
catnap,2
catnapper,3
catnip,2
Cato,2
Catonsville,3
catoptrics,3
catouse,2
catskinner,3
catslide,2
catstick,2
catstitch,2
catsup,2
Catt,1
cattail,2
cattalo,3
Cattegat,3
Cattell,2
cattery,3
cattish,2
cattle,2
cattleduffer,4
cattleman,3
cattleship,3
cattleya,3
Catton,2
catty,2
cattywampus,4
Catullus,3
catwalk,2
Cauca,2
Caucasia,3
Caucasian,3
Caucasoid,3
Caucasus,3
caucho,2
Cauchy,2
caucus,2
cauda,2
caudaite,3
caudal,2
caudate,2
caudex,2
caudillismo,4
caudillo,3
caudle,2
caught,1
caul,1
cauld,1
cauldron,2
caulescent,3
cauliflory,4
cauliflower,4
cauliflowerette,5
cauline,2
caulk,1
caulker,2
Caulonia,3
Cauquenes,3
cauri,2
causal,2
causalgia,4
causality,4
causation,3
causationism,4
causative,3
cause,1
causerie,3
causeuse,2
causeway,2
causey,2
causist,2
caustic,2
cauterant,3
cauterize,3
cautery,3
caution,2
cautionary,4
cautious,2
Cauvery,3
cavaedium,4
Cavafy,3
cavalcade,3
cavalier,3
Cavalieri,4
cavalla,3
cavalry,3
cavalryman,4
Cavan,2
cavate,2
cavatelli,4
cavatina,4
cave,1
caveat,3
caveator,4
cavefish,2
Cavell,2
cavendish,3
Cavendish,3
caver,2
cavern,2
cavernicolous,5
cavernous,3
cavesson,3
cavetto,3
caviar,3
cavicorn,3
cavil,2
Cavill,2
caving,2
cavitary,4
cavitation,4
Cavite,3
cavity,3
cavort,2
Cavour,2
cavy,2
caw,1
Cawnpore,2
Caxias,3
Caxton,2
cay,1
Cayce,2
cayenne,2
Cayenne,2
Cayes,1
Cayey,3
Cayley,2
cayman,2
Cayuga,3
cayuse,2
Cayuse,2
ceanothus,4
cease,1
ceaseless,2
ceci,2
Cecil,2
Cecile,2
Cecilia,3
Cecily,3
cecity,3
cecum,2
cedar,2
cedarn,2
cedarwood,3
cede,1
cedi,2
cedilla,3
Cedric,2
cee,1
cefaclor,3
cefoxitin,4
ceiba,2
ceil,1
ceilidh,2
ceiling,2
ceilometer,4
ceinture,2
cel,1
Cela,2
celadon,3
celadonite,4
Celaeno,3
celandine,3
Celanese,3
celature,3
Celaya,3
celeb,2
Celebes,3
celebrant,3
celebrate,3
celebrated,4
celebration,4
celebrity,4
celebutante,4
celeriac,4
celerity,4
celery,3
celesta,3
Celeste,2
celestial,3
celestite,3
Celia,2
celiac,3
celibacy,4
celibate,3
celioscope,4
celiotomy,5
cell,1
cella,2
cellar,2
cellarage,3
cellarer,3
cellaret,3
cellarman,3
cellarmaster,4
cellblock,2
celled,1
cellhouse,2
Cellini,3
cellist,2
cellmate,2
cello,2
cellobiose,4
celloidin,3
cellophane,3
Cellosolve,3
cellular,3
cellulase,3
cellulate,3
cellule,2
cellulite,3
cellulitis,4
celluloid,3
cellulolytic,5
cellulose,3
cellulosic,4
celom,2
celoscope,3
celosia,3
Celotex,3
Celsius,3
celt,1
Celt,1
Celtic,2
Celticism,3
Celticist,3
celtuce,2
celure,2
cembalo,3
cement,2
cementation,4
cementite,3
cementitious,4
cementum,3
cemeterial,5
cemetery,4
cenacle,3
Cenaeum,3
Cenci,2
cendal,2
cenesthesia,4
Cenis,2
cenizo,3
cenobite,3
cenospecies,4
cenotaph,3
cenote,3
Cenozoic,4
cense,1
censer,2
censor,2
censorious,4
censorship,3
censurable,4
censure,2
census,2
cent,1
cental,2
centare,2
centas,2
centaur,2
centaurea,4
Centaurus,3
centaury,3
centavo,3
centenarian,5
centenary,4
centenionalis,6
centennial,4
center,2
centerboard,3
centered,2
centerfold,3
centering,3
centerline,3
centerpiece,3
centerpunch,3
Centerville,3
centesimal,4
centesimo,4
centesis,3
centiare,3
centibar,3
centigrade,3
centigram,3
centile,2
centiliter,4
centillion,3
centime,2
centimeter,4
centimo,3
centipede,3
centipoise,3
centistere,3
centistoke,3
centner,2
cento,2
centra,2
central,2
Central,2
Centralia,3
centralism,3
centrality,4
centralization,5
centralize,3
centre,2
centric,2
centrifugal,4
centrifugalize,5
centrifugate,4
centrifuge,3
centriole,3
centripetal,4
centrist,2
centrobaric,4
centroid,2
centrolecithal,5
centrolinead,5
centromere,3
centrosome,3
centrosphere,3
centrosymmetric,5
centrum,2
centum,2
centuple,3
centuplicate,4
centurial,4
centuried,3
centurion,4
century,3
ceorl,1
cep,1
cephalalgia,4
cephalate,3
cephalexin,4
cephalic,3
cephalin,3
cephalitis,4
cephalization,5
cephalochordate,5
cephalometer,5
cephalometry,5
cephalon,3
Cephalonia,5
cephalopod,4
cephalosporin,5
cephalothorax,5
cephalous,3
Cephalus,3
Cepheus,3
cera,2
ceraceous,3
Ceram,2
ceramal,3
ceramic,3
ceramics,3
ceramist,3
cerargyrite,4
cerastes,3
cerastium,4
cerate,2
cerated,3
ceratodus,4
ceratoid,3
ceratopsian,5
ceratosaur,4
Cerberus,3
cercaria,4
cercis,2
cercus,2
cere,1
cereal,3
cerebellum,4
cerebral,3
cerebrate,3
cerebric,3
cerebritis,4
cerebroid,3
cerebroside,4
cerebrospinal,5
cerebrovascular,6
cerebrum,3
cerecloth,2
cerement,2
ceremonial,5
ceremonious,5
ceremony,4
Cerenkov,3
cereous,3
Ceres,2
cereus,3
Cerf,1
ceria,3
ceric,2
ceriferous,4
ceriman,3
ceriph,2
cerise,2
cerium,3
cermet,2
Cernan,2
Cernuda,3
cernuous,3
cero,2
cerograph,3
cerography,4
ceropegia,5
ceroplastic,4
cerotic,3
cerotype,3
cerous,2
cerrado,3
Cerredo,3
Cerritos,3
cerro,2
certain,2
certainly,3
certainty,3
certes,2
certifiable,5
certificate,4
certification,5
certified,3
certify,3
certiorari,5
certitude,3
certosina,4
cerulean,4
ceruloplasmin,5
cerumen,3
ceruse,2
cerussite,3
Cervantes,3
cervelat,3
cerveza,3
cervical,3
cervices,3
cervicitis,4
cervid,2
Cervin,2
cervine,2
cervix,2
Cesarean,4
cesarevitch,4
Cesena,3
cesium,3
cespitose,3
cess,1
cessation,3
cessative,3
cession,2
cessionary,4
cesspipe,2
cesspit,2
cesspool,2
cesta,2
Cesti,2
cestode,2
cestoid,2
cestus,2
cesura,3
cetacean,3
cetaceum,4
cetane,2
cete,1
cetin,2
Cetinje,3
cetology,4
Cetura,3
Cetus,2
Ceuta,2
ceviche,3
Cewa,2
Ceylon,2
Ceylonese,3
cha,1
chabazite,3
Chablis,2
chabouk,2
Chabrier,3
chachalaca,4
chachka,2
chackle,2
chacma,2
Chaco,2
chaconne,2
chad,1
Chad,1
chadarim,3
Chadian,3
Chadic,2
chador,2
Chadwick,2
chaebol,2
Chaeronea,4
chaeta,2
chaetognath,3
chaetophorous,4
chaetopod,3
chaetotaxy,4
chafe,1
chafer,2
chafeweed,2
chaff,1
chaffer,2
chaffinch,2
chaffy,2
Chaga,2
chagal,2
Chagall,2
Chagatai,3
Chagres,2
chagrin,2
chagul,2
Chahar,2
chai,1
Chaikovski,3
chain,1
Chain,1
chainage,2
chainbelt,2
chainfall,2
chainman,2
chainsman,2
chainstitch,2
chainwheel,2
chainwork,2
chair,1
chairborne,2
chairlady,3
chairlift,2
chairman,2
chairmanship,3
chairperson,3
chairwoman,3
chaise,1
chaitya,2
chakra,2
chakravartin,4
chalaza,3
chalazion,4
chalcanthite,3
Chalcedon,3
chalcedony,4
chalcidfly,3
Chalcidice,4
chalcidicum,4
Chalcis,2
chalcocite,3
chalcogen,3
chalcogenide,4
chalcography,4
chalcolite,3
Chalcolithic,4
chalcophile,3
chalcopyrite,4
chalcostibite,4
chalcotrichite,4
Chaldaic,3
Chaldea,3
Chaldean,3
chaldron,2
chalet,2
Chaliapin,3
chalice,2
chalicothere,4
chalk,1
chalkboard,2
chalkrail,2
chalkstone,2
chalky,2
challah,2
challenge,2
challenged,2
challenger,3
challenging,3
challis,2
Chalmers,2
chalone,2
Chalukya,3
chalumeau,3
chalupa,3
chalutz,2
chalybeate,4
chalybite,3
cham,1
chamade,2
chamaedorea,5
Chamaeleon,4
chamaephyte,3
chamber,2
chambered,2
chamberer,3
chamberlain,3
Chamberlain,3
Chamberlin,3
chambermaid,3
Chambers,2
Chambersburg,3
Chambertin,3
Chambly,2
Chambord,2
chambray,2
chameleon,4
chametz,2
chamfer,2
chamfron,2
Chaminade,3
chamiso,3
chammy,2
chamois,2
chamomile,3
Chamonix,3
Chamorro,3
Chamos,2
chamosite,3
chamotte,2
champ,1
champac,2
champagne,2
Champagne,2
champaign,2
Champaign,2
champers,2
champerty,3
champignon,3
champion,3
Champion,3
championship,4
Champlain,2
Champollion,3
Chanaan,2
chance,1
chanceful,2
chancel,2
chancellery,4
chancellor,3
chancellorship,4
Chancellorsville,4
chancer,2
chancery,3
chancre,2
chancroid,2
chancy,2
chandelier,3
chandelle,2
Chandernagor,4
Chandigarh,3
chandler,2
Chandler,2
chandlery,3
Chandragupta,4
Chandrasekhar,4
Chanel,2
Chaney,2
chanfron,2
Changan,2
Changchun,2
Changde,2
change,1
changeable,3
changeful,2
changeless,2
changeling,2
changemaker,3
changeover,3
changepocket,3
changer,2
changeroom,2
Changsha,2
Changteh,2
Changzhou,2
chank,1
channel,2
channelbill,3
channeling,3
channelize,3
channery,3
Channing,2
chanoyu,3
chanson,2
chansonette,3
chansonnier,3
chant,1
chantage,2
chantant,2
chantefable,3
chanter,2
chanterelle,3
chanteur,2
chanteuse,2
chantey,2
chanticleer,3
Chantilly,3
chantress,2
chantry,2
chanty,2
Chanukah,3
Chanute,2
Chany,2
Chaochow,2
chaos,2
chaotic,3
Chaozhou,2
chap,1
Chapala,3
chaparajos,4
